ano,Apelido,AtletaID,ClubeID,Posicao,Pontos
2018,Apodi,51042,Chapecoense,lat,3.84545454545455
2018,Arthur ,80337,Chapecoense,ata,4.7
2018,Sidcley,86764,Corinthians,lat,6.07
2018,Róger Guedes,89898,Atlético-MG,ata,10.6272727272727
2018,Vinicius Junior,99535,Flamengo,ata,6.60909090909091
2018,Bremer,99817,Atlético-MG,zag,3.71
2018,Thiago Carleto,51700,Atlético-PR,lat,7.31666666666667
2018,Serginho,88002,América-MG,mei,5.34166666666667
2018,Gustavo Blanco,91191,Atlético-MG,mei,8.86363636363637
2018,Rodriguinho,61033,Corinthians,mei,6.08
2018,Léo Itaperuna,50808,Paraná,ata,1.84545454545455
2018,Guilherme,94207,Chapecoense,ata,1.82
2018,Éder Militão,99424,São Paulo,lat,6.36363636363636
2018,David Braz,50317,Santos,zag,2.46153846153846
2018,Danilo Fernandes,69051,Internacional,gol,4.34166666666667
2018,Kanu,51792,Vitória,zag,0.985714285714286
2018,Marquinhos Gabriel,68954,Corinthians,mei,0.83
2018,Léo Cittadini,70986,Santos,mei,2.38181818181818
2018,Lucca,61149,Internacional,ata,4.20769230769231
2018,Carlos Henrique,87732,Sport,ata,1.41428571428571
2018,Jailson,90290,Grêmio,mei,2.25
2018,Reina,70118,Ceará,mei,-0.48
2018,Gilberto ,80313,Fluminense,lat,6.67333333333333
2018,Régis,82647,Bahia,mei,3.01875
2018,Pedro,94583,Fluminense,ata,7.16842105263158
2018,Cléber Reis,72376,Paraná,zag,4.10833333333333
2018,Wagner,37674,Vasco,mei,2.88666666666667
2018,Pablo Dyego,86444,Fluminense,ata,3.23636363636364
2018,Mantuan,97315,Corinthians,lat,3.75714285714286
2018,Diego Alves,38509,Flamengo,gol,4.7
2018,Régis,68995,São Paulo,lat,2.35454545454545
2018,Nadson,80140,Paraná,mei,2.40769230769231
2018,Marcelo Hermes,82639,Cruzeiro,lat,1.93636363636364
2018,Carlos,85027,Paraná,ata,1.61111111111111
2018,Marcelo Grohe,37770,Grêmio,gol,4.13888888888889
2018,Wesley,50421,América-MG,mei,0.0999999999999999
2018,Marcos Rocha,63013,Palmeiras,lat,6.05
2018,Torito González,73703,Paraná,mei,2.99375
2018,Caio Henrique,98569,Paraná,mei,1.85925925925926
2018,Magrão,41218,Sport,gol,2.2
2018,Jailson,72290,Palmeiras,gol,4.47857142857143
2018,Luan,86759,Grêmio,ata,5.2
2018,Pedro Henrique,87225,Corinthians,zag,2.34166666666667
2018,Tomás Andrade,97619,Atlético-MG,mei,4.16470588235294
2018,Paulo André,37604,Atlético-PR,zag,2.98181818181818
2018,Rafael Galhardo,68821,Vasco,lat,0.85
2018,Júnior,95210,Paraná,lat,5.54545454545454
2018,Bruno Cosendey,99615,Vasco,mei,1.68
2018,Guilherme,50294,Atlético-PR,mei,1.67857142857143
2018,Walter,51413,Corinthians,gol,4.76153846153846
2018,Wallyson,62127,Vitória,ata,3.22105263157895
2018,Bruno Silva,68698,Cruzeiro,mei,2.33157894736842
2018,Joao Rojas,70784,São Paulo,ata,5.02222222222222
2018,Juninho Quixadá,71787,Ceará,ata,4.45
2018,Bressan,72491,Grêmio,zag,4.61428571428571
2018,Rafael Thyere,83048,Chapecoense,zag,2.35555555555556
2018,Hyoran,85931,Palmeiras,mei,3.1875
2018,Everton Felipe,86519,São Paulo,mei,1.82
2018,Saulo,89492,Botafogo,gol,2.68235294117647
2018,Lucas Veríssimo,93368,Santos,zag,2.53846153846154
2018,Sander,95843,Sport,lat,5.66071428571429
2018,Nino Paraíba,68808,Bahia,lat,5.65714285714286
2018,Sidão,70222,São Paulo,gol,3.18148148148148
2018,Mancuello,71066,Cruzeiro,mei,1.69444444444444
2018,Ruy,82939,América-MG,mei,1.96
2018,Jean,89150,Botafogo,mei,3.67857142857143
2018,Pepê,91201,Grêmio,ata,2.68888888888889
2018,Aguirre,92474,Botafogo,ata,0.233333333333334
2018,Ibañez,97803,Fluminense,zag,2.64285714285714
2018,Yann Rolim,102892,Chapecoense,mei,1.98181818181818
2018,Anderson Martins,52618,São Paulo,zag,2.87272727272727
2018,Gilson,52674,Botafogo,lat,3.50555555555556
2018,Vinicius,68917,Chapecoense,ata,0.418181818181818
2018,Martín Silva,69249,Vasco,gol,1.81818181818182
2018,Mansur,79553,Paraná,lat,1.02352941176471
2018,Ronaldo,91101,Vitória,gol,3.285
2018,Júnior Brumado,99894,Bahia,ata,1.125
2018,Carneiro,101796,São Paulo,ata,1.45
2018,Arouca,37718,Vitória,mei,0.01
2018,Rafael Marques,38957,Sport,ata,1.51818181818182
2018,Paulo Miranda,68817,Grêmio,zag,4.77692307692308
2018,Ramon,68896,Vasco,lat,2.85789473684211
2018,Giovanni Augusto,68938,Vasco,mei,1.85294117647059
2018,Silvinho,71799,Paraná,ata,2.92
2018,Arnaldo,78497,Ceará,lat,2.88181818181818
2018,Denilson,84718,Atlético-MG,ata,1.54545454545455
2018,João Lucas,86740,Ceará,lat,3.31666666666667
2018,Henrique,37694,Cruzeiro,mei,2.51111111111111
2018,Rafael Sobis,37798,Cruzeiro,ata,4.49444444444444
2018,Roger,38287,Corinthians,ata,1.41
2018,Marinho,68952,Grêmio,ata,2.93846153846154
2018,Giovanni,72097,América-MG,lat,3.99583333333333
2018,Thiago Rodrigues,73414,Paraná,gol,5.36666666666667
2018,Geuvânio,73896,Flamengo,ata,1.24545454545455
2018,Barcos,78379,Cruzeiro,ata,1.46666666666667
2018,Henrique Dourado,81905,Flamengo,ata,1.94210526315789
2018,Aylon,85930,América-MG,ata,1.62857142857143
2018,Zeca,87192,Internacional,lat,4.56111111111111
2018,Ramon,88087,Vitória,zag,2.32142857142857
2018,Barreto,89224,Chapecoense,mei,1.03
2018,Bruno Henrique,90285,Santos,ata,1.79230769230769
2018,Joel Carli,93414,Botafogo,zag,1.63103448275862
2018,Matheus Alessandro,97527,Fluminense,ata,1.69545454545455
2018,Doffo,102894,Chapecoense,mei,4.27142857142857
2018,Jonathan,37662,Atlético-PR,lat,3.59090909090909
2018,Edinho,37792,Ceará,mei,0.135294117647059
2018,Thiago Heleno,38394,Atlético-PR,zag,3.67222222222222
2018,Rafinha,38421,Cruzeiro,mei,2.56111111111111
2018,Marcelo Oliveira,50328,Grêmio,lat,2.07142857142857
2018,Gerson Magrão,50401,América-MG,mei,1.76086956521739
2018,Léo,50459,Cruzeiro,zag,2.775
2018,Leandro Donizete,51318,América-MG,mei,0.296153846153846
2018,Tiago Alves,51495,Ceará,zag,3.62608695652174
2018,Réver,52253,Flamengo,zag,5.38076923076923
2018,Patric,60969,Atlético-MG,lat,1.65
2018,André Lima,68893,Vitória,ata,0.757142857142857
2018,Ronaldo Alves,68950,Sport,zag,2.4551724137931
